source,target,weight,nc_alpha
204,845,288,0.0
645,931,288,0.0
209,769,288,0.0
627,578,288,0.0
647,715,288,0.0
673,1306,288,0.0
1041,1049,288,0.0
1208,1232,288,0.0
1288,1274,288,0.0
875,431,287,0.0
155,128,287,0.0
682,681,287,0.0
377,418,287,0.0
1642,1620,287,0.0
866,2307,287,0.0
1536,1533,287,0.0
1762,1845,287,0.0
199,338,286,0.0
273,258,286,0.0
365,258,286,0.0
893,923,286,0.0
1752,1807,286,0.0
430,434,286,0.0
1844,1740,286,0.0
1801,1851,286,0.0
280,906,285,0.0
574,559,285,0.0
806,451,285,0.0
208,769,285,0.0
554,1321,285,0.0
673,930,285,0.0
1033,1043,285,0.0
1734,1773,285,0.0
1734,1797,285,0.0
1752,1844,285,0.0
286,370,285,0.0
1068,1060,285,0.0
1494,1437,285,0.0
1261,1809,285,0.0
1801,1847,285,0.0
257,833,284,0.0
891,1462,284,0.0
929,1353,284,0.0
554,1412,284,0.0
597,1392,284,0.0
736,652,284,0.0
1272,1219,284,0.0
1064,459,284,0.0
1096,1102,284,0.0
1323,1318,284,0.0
1323,1353,284,0.0
765,763,284,0.0
1456,2544,284,0.0
257,765,283,0.0
308,747,283,0.0
209,1507,283,0.0
150,89,283,0.0
700,720,283,0.0
665,739,283,0.0
758,337,283,0.0
1201,1532,283,0.0
1734,2060,283,0.0
1366,1294,283,0.0
1082,1101,283,0.0
1560,1516,283,0.0
1778,1801,283,0.0
1769,1793,283,0.0
237,747,282,0.0
571,643,282,0.0
736,715,282,0.0
1734,1777,282,0.0
984,1365,282,0.0
1642,1651,282,0.0
1208,1241,282,0.0
204,1475,281,0.0
308,749,281,0.0
150,111,281,0.0
575,520,281,0.0
700,537,281,0.0
868,368,281,0.0
1651,1657,281,0.0
1666,1035,280,0.0
225,228,280,0.0
280,372,280,0.0
806,262,280,0.0
571,548,280,0.0
665,539,280,0.0
1202,1530,280,0.0
1272,1653,280,0.0
986,934,280,0.0
868,851,280,0.0
366,349,280,0.0
1778,1740,280,0.0
204,841,279,0.0
259,387,279,0.0
280,992,279,0.0
554,695,279,0.0
554,1877,279,0.0
697,2264,279,0.0
1752,1790,279,0.0
552,2067,279,0.0
826,832,279,0.0
1833,1821,279,0.0
1565,2567,279,0.0
257,132,278,0.0
712,736,278,0.0
579,589,278,0.0
443,1095,278,0.0
1734,1532,278,0.0
1808,1590,278,0.0
286,236,278,0.0
1462,1437,278,0.0
894,1512,278,0.0
1330,2468,278,0.0
1740,1741,278,0.0
1659,1559,277,0.0
591,934,277,0.0
645,1405,277,0.0
891,771,277,0.0
648,971,277,0.0
864,1514,277,0.0
1530,1570,277,0.0
1764,1812,277,0.0
199,443,276,0.0
210,905,276,0.0
575,535,276,0.0
647,576,276,0.0
1744,1770,276,0.0
193,882,275,0.0
199,763,275,0.0
225,201,275,0.0
273,769,275,0.0
574,134,275,0.0
806,781,275,0.0
691,2247,275,0.0
929,1294,275,0.0
736,588,275,0.0
1833,1801,275,0.0
1778,1756,275,0.0
1778,1790,275,0.0
1825,1769,275,0.0
1825,1829,275,0.0
237,769,274,0.0
591,289,274,0.0
209,846,274,0.0
665,527,274,0.0
673,1367,274,0.0
799,807,274,0.0
1808,1827,274,0.0
1548,1551,274,0.0
1571,2583,274,0.0
204,924,273,0.0
203,334,273,0.0
1187,1205,273,0.0
1201,1653,273,0.0
1254,1243,273,0.0
1808,1745,273,0.0
1770,1793,273,0.0
237,855,272,0.0
280,443,272,0.0
209,878,272,0.0
875,800,272,0.0
554,546,272,0.0
665,661,272,0.0
506,2195,272,0.0
1508,1452,272,0.0
765,921,272,0.0
838,861,272,0.0
1573,1531,272,0.0
1573,1598,272,0.0
1514,1437,272,0.0
1778,1793,272,0.0
1764,1756,272,0.0
1293,1292,272,0.0
237,1507,271,0.0
246,852,271,0.0
257,273,271,0.0
280,795,271,0.0
574,528,271,0.0
150,105,271,0.0
627,1321,271,0.0
443,758,271,0.0
506,535,271,0.0
673,995,271,0.0
758,774,271,0.0
1201,1748,271,0.0
1264,1180,271,0.0
765,1358,271,0.0
1093,1564,271,0.0
1571,2580,271,0.0
301,864,270,0.0
574,690,270,0.0
691,600,270,0.0
700,671,270,0.0
340,1437,270,0.0
1094,1059,270,0.0
859,202,270,0.0
1507,1494,270,0.0
1764,1844,270,0.0
1049,1042,270,0.0
1762,1851,270,0.0
1733,2618,269,0.0
193,776,269,0.0
199,337,269,0.0
204,433,269,0.0
204,1441,269,0.0
301,800,269,0.0
301,858,269,0.0
365,202,269,0.0
591,995,269,0.0
754,858,269,0.0
700,692,269,0.0
700,723,269,0.0
799,884,269,0.0
813,1095,269,0.0
414,2148,269,0.0
1753,1786,269,0.0
1666,1730,268,0.0
810,864,268,0.0
893,445,268,0.0
904,1108,268,0.0
697,602,268,0.0
1202,1180,268,0.0
1542,1531,268,0.0
199,26,267,0.0
597,1412,267,0.0
1064,1065,267,0.0
1507,1480,267,0.0
1456,2545,267,0.0
1833,1196,267,0.0
1342,1343,267,0.0
806,233,266,0.0
806,846,266,0.0
443,797,266,0.0
443,1064,266,0.0
673,1412,266,0.0
758,428,266,0.0
1752,1064,266,0.0
1507,1468,266,0.0
1518,1549,266,0.0
1653,1625,266,0.0
1219,1260,266,0.0
1844,1838,266,0.0
1745,1847,266,0.0
1762,1796,266,0.0
1801,1773,266,0.0
308,896,265,0.0
893,258,265,0.0
575,628,265,0.0
700,714,265,0.0
506,619,265,0.0
673,1370,265,0.0
1542,1445,265,0.0
1808,1809,265,0.0
849,845,265,0.0
1798,1769,265,0.0
1049,2339,265,0.0
280,855,264,0.0
574,985,264,0.0
132,47,264,0.0
965,946,264,0.0
965,974,264,0.0
1272,2433,264,0.0
1764,1759,264,0.0
157,119,263,0.0
193,816,263,0.0
574,2189,263,0.0
554,2215,263,0.0
665,618,263,0.0
506,930,263,0.0
858,1082,263,0.0
286,855,263,0.0
461,833,263,0.0
984,1366,263,0.0
1096,1563,263,0.0
765,1361,263,0.0
687,690,263,0.0
193,921,262,0.0
196,273,262,0.0
199,2085,262,0.0
257,1096,262,0.0
209,219,262,0.0
891,838,262,0.0
647,561,262,0.0
506,605,262,0.0
506,740,262,0.0
1121,1264,262,0.0
340,331,262,0.0
1093,1059,262,0.0
1507,1530,262,0.0
1833,1827,262,0.0
1666,2608,261,0.0
225,862,261,0.0
257,256,261,0.0
259,160,261,0.0
208,197,261,0.0
712,737,261,0.0
992,1361,261,0.0
847,922,261,0.0
841,855,261,0.0
1825,1801,261,0.0
1812,1827,261,0.0
365,349,260,0.0
645,289,260,0.0
806,387,260,0.0
201,921,260,0.0
904,852,260,0.0
904,865,260,0.0
981,984,260,0.0
700,498,260,0.0
856,368,260,0.0
332,333,260,0.0
1053,1569,260,0.0
806,992,259,0.0
1808,1749,259,0.0
286,838,259,0.0
286,848,259,0.0
683,568,259,0.0
1653,1536,259,0.0
1806,1753,259,0.0
618,714,259,0.0
737,538,259,0.0
1812,1824,259,0.0
1659,1609,258,0.0
292,445,258,0.0
25,280,258,0.0
204,886,258,0.0
248,847,258,0.0
645,1426,258,0.0
575,487,258,0.0
665,692,258,0.0
1201,1268,258,0.0
1202,1261,258,0.0
1264,1745,258,0.0
1096,1716,258,0.0
1353,1352,258,0.0
1790,1745,258,0.0
1753,1801,258,0.0
1733,1731,257,0.0
