source,target,weight,global_score
259,301,414,414
259,673,414,414
574,527,414,414
806,749,414,414
627,700,414,414
691,486,414,414
702,586,414,414
571,554,414,414
579,566,414,414
1734,865,414,414
1096,1552,414,414
1366,1374,414,414
1591,1219,414,414
25,204,413,413
365,924,413,413
627,564,413,413
554,527,413,413
1759,1769,413,413
157,529,412,412
591,102,412,412
847,1082,412,412
258,861,412,412
237,744,411,411
259,1833,411,411
280,1392,411,411
575,597,411,411
575,688,411,411
702,554,411,411
579,703,411,411
1254,1096,411,411
1734,1770,411,411
1752,1609,411,411
1809,1847,411,411
365,326,410,410
691,718,410,410
758,206,410,410
1187,1208,410,410
1734,1845,410,410
1573,1196,410,410
246,893,409,409
259,1321,409,409
806,862,409,409
209,809,409,409
697,735,409,409
1618,1640,409,409
331,326,408,408
1642,1796,408,408
1740,1735,408,408
1659,1727,407,407
1668,1733,407,407
237,291,407,407
237,461,407,407
259,781,407,407
273,860,407,407
574,554,407,407
150,974,407,407
575,981,407,407
682,2247,407,407
691,723,407,407
506,628,407,407
800,1507,407,407
858,1205,407,407
885,757,407,407
1734,2421,407,407
539,613,407,407
236,343,407,407
1659,1618,406,406
529,2069,406,406
591,77,406,406
730,559,406,406
893,752,406,406
1187,1706,406,406
1833,1829,406,406
365,294,405,405
203,765,405,405
208,924,405,405
575,667,405,405
691,642,405,405
554,630,405,405
1095,1065,405,405
1591,1261,405,405
1306,1320,405,405
1659,1201,404,404
365,749,404,404
806,1462,404,404
1201,1808,404,404
1753,1820,404,404
157,579,403,403
193,757,403,403
204,203,403,403
575,932,403,403
663,673,403,403
758,858,403,403
813,829,403,403
340,202,403,403
236,1548,403,403
1806,1851,403,403
1764,1820,403,403
157,155,402,402
893,816,402,402
865,202,402,402
769,202,402,402
769,770,402,402
431,771,402,402
157,591,401,401
591,930,401,401
730,88,401,401
691,2067,401,401
554,708,401,401
1642,1579,401,401
1788,1792,401,401
199,224,400,400
209,905,400,400
132,1184,400,400
134,647,400,400
847,833,400,400
905,908,400,400
1653,1796,400,400
1642,1640,400,400
199,1294,399,399
259,1428,399,399
758,763,399,399
738,735,399,399
1272,1064,399,399
1808,1764,399,399
771,890,399,399
199,77,398,398
204,809,398,398
280,1321,398,398
554,565,398,398
1752,1532,398,398
1508,838,398,398
1548,1530,398,398
1759,1742,398,398
199,1435,397,397
280,332,397,397
665,735,397,397
673,2271,397,397
1264,1095,397,397
765,431,397,397
193,445,396,396
280,809,396,396
645,537,396,396
893,1101,396,396
1201,1827,396,396
1573,1753,396,396
894,1082,396,396
246,891,395,395
645,571,395,395
806,921,395,395
209,1092,395,395
766,295,395,395
856,264,395,395
1752,1573,395,395
1392,2522,395,395
1093,1109,395,395
225,904,394,394
259,295,394,394
591,127,394,394
806,878,394,394
77,651,394,394
627,1894,394,394
733,510,394,394
554,677,394,394
1272,1579,394,394
1366,2508,394,394
769,1507,394,394
157,927,393,393
806,1366,393,393
209,875,393,393
875,1435,393,393
648,2195,393,393
691,741,393,393
571,718,393,393
1272,1261,393,393
865,1462,393,393
157,259,392,392
199,765,392,392
199,2060,392,392
259,885,392,392
574,665,392,392
730,528,392,392
203,343,392,392
891,1094,392,392
647,539,392,392
847,1101,392,392
208,753,391,391
891,1068,391,391
575,488,391,391
702,510,391,391
856,776,391,391
858,1321,391,391
1808,1761,391,391
291,904,390,390
301,300,390,390
591,682,390,390
807,882,390,390
1734,451,390,390
725,687,390,390
765,1321,390,390
864,1456,390,390
1101,1559,390,390
1598,1595,390,390
1653,1615,390,390
1659,1769,389,389
157,575,389,389
280,256,389,389
574,689,389,389
591,741,389,389
554,995,389,389
506,546,389,389
1323,1347,389,389
952,966,389,389
157,685,388,388
891,1092,388,388
858,851,388,388
859,295,388,388
1035,1045,388,388
246,833,387,387
272,763,387,387
308,328,387,387
904,864,387,387
627,733,387,387
858,771,387,387
896,912,387,387
905,918,387,387
1548,1549,387,387
1798,1762,387,387
1515,1480,387,387
246,201,386,386
280,445,386,386
201,1508,386,386
651,695,386,386
193,799,385,385
196,885,385,385
904,1518,385,385
571,579,385,385
736,559,385,385
1542,1532,385,385
1205,1268,385,385
1653,1565,385,385
1764,1786,385,385
1659,1196,384,384
196,766,384,384
529,730,384,384
574,488,384,384
132,974,384,384
134,146,384,384
575,741,384,384
758,834,384,384
766,1508,384,384
1653,1261,384,384
1565,1562,384,384
904,771,383,383
571,739,383,383
554,927,383,383
1254,1223,383,383
555,687,383,383
1205,1260,383,383
1567,1565,383,383
1219,1809,383,383
1208,1237,383,383
193,841,382,382
199,645,382,382
575,527,382,382
648,579,382,382
554,667,382,382
1788,1787,382,382
280,758,381,381
128,77,381,381
647,2236,381,381
506,514,381,381
765,258,381,381
847,1435,381,381
199,201,380,380
806,431,380,380
627,971,380,380
665,688,380,380
800,258,380,380
1542,1567,380,380
744,864,380,380
574,688,379,379
201,749,379,379
682,700,379,379
971,965,379,379
1264,1762,379,379
1573,1727,379,379
1462,1480,379,379
225,1205,378,378
237,625,378,378
574,539,378,378
893,1323,378,378
875,1082,378,378
875,1437,378,378
1462,2085,378,378
893,868,377,377
208,1508,377,377
627,932,377,377
682,1878,377,377
702,579,377,377
571,741,377,377
651,542,377,377
1745,1759,377,377
1805,1851,377,377
1633,1647,377,377
1659,1815,376,376
301,308,376,376
575,729,376,376
554,2183,376,376
673,1508,376,376
1264,1591,376,376
1064,765,376,376
468,1573,376,376
1759,1815,376,376
1659,1808,375,375
199,204,375,375
806,1321,375,375
209,1121,375,375
627,983,375,375
691,1092,375,375
1762,1786,375,375
193,749,374,374
308,365,374,374
754,201,374,374
150,971,374,374
575,565,374,374
575,1096,374,374
981,858,374,374
554,632,374,374
1095,1642,374,374
343,354,374,374
1764,1740,374,374
591,971,373,373
875,1092,373,373
875,1201,373,373
1264,865,373,373
765,434,373,373
575,2189,372,372
1201,1745,372,372
986,765,372,372
1323,847,372,372
1567,1562,372,372
1706,1705,372,372
193,208,371,371
204,878,371,371
893,869,371,371
201,873,371,371
203,1082,371,371
53,981,371,371
702,726,371,371
1201,1844,371,371
1272,1059,371,371
1542,1847,371,371
1833,1762,371,371
365,343,370,370
806,758,370,370
203,747,370,370
663,579,370,370
554,2191,370,370
579,512,370,370
799,1508,370,370
1752,1770,370,370
847,924,370,370
1053,1108,370,370
1205,1261,370,370
1268,2419,370,370
1656,1657,370,370
1571,1577,370,370
257,647,369,369
259,1542,369,369
554,643,369,369
1456,1512,369,369
1778,1745,369,369
1642,1621,369,369
1642,1624,369,369
1209,1241,369,369
237,838,368,368
259,875,368,368
280,258,368,368
591,718,368,368
893,921,368,368
203,341,368,368
904,849,368,368
575,495,368,368
691,608,368,368
700,813,368,368
1059,1070,368,368
1833,1764,368,368
203,905,367,367
575,653,367,367
702,722,367,367
847,1094,367,367
1548,1534,367,367
1205,1208,367,367
735,538,367,367
1753,1769,367,367
1759,1807,367,367
259,270,366,366
591,613,366,366
806,884,366,366
132,1183,366,366
554,729,366,366
1254,1226,366,366
1752,1805,366,366
1323,1321,366,366
1093,1569,366,366
1268,1230,366,366
259,765,365,365
308,331,365,365
591,627,365,365
625,575,365,365
754,807,365,365
893,859,365,365
651,720,365,365
766,258,365,365
1096,1598,365,365
1733,1704,364,364
625,665,364,364
203,209,364,364
527,613,364,364
539,741,364,364
1462,1475,364,364
1205,1269,364,364
1294,1303,364,364
1825,1784,364,364
1571,2572,364,364
199,875,363,363
806,984,363,363
203,264,363,363
208,859,363,363
691,981,363,363
700,739,363,363
1323,1311,363,363
1598,1653,363,363
1806,1825,363,363
1008,1542,362,362
529,94,362,362
574,717,362,362
712,733,362,362
1121,1093,362,362
1219,1269,362,362
1625,1614,362,362
893,905,361,361
627,939,361,361
1894,665,361,361
506,2191,361,361
884,852,361,361
1508,890,361,361
847,757,361,361
1336,1346,361,361
132,702,360,360
108,53,360,360
648,527,360,360
971,739,360,360
1202,1558,360,360
1254,1265,360,360
1653,1618,360,360
1778,1261,360,360
1825,1844,360,360
272,700,359,359
208,209,359,359
571,597,359,359
758,331,359,359
856,809,359,359
1092,1573,359,359
1202,1095,359,359
286,431,359,359
199,862,358,358
204,202,358,358
257,663,358,358
591,927,358,358
210,859,358,358
800,890,358,358
1272,1283,358,358
539,685,358,358
1548,1544,358,358
202,894,358,358
1591,1532,358,358
1306,1346,358,358
627,1361,357,357
813,832,357,357
1734,1609,357,357
286,211,357,357
286,757,357,357
1096,264,357,357
769,258,357,357
841,849,357,357
1816,1756,357,357
157,995,356,356
199,992,356,356
259,209,356,356
893,197,356,356
651,692,356,356
700,2069,356,356
1378,2328,356,356
1762,1769,356,356
1571,2578,356,356
574,632,355,355
645,765,355,355
647,521,355,355
691,709,355,355
571,714,355,355
554,552,355,355
858,765,355,355
1808,1770,355,355
1323,1303,355,355
1366,932,355,355
343,368,355,355
1812,1786,355,355
157,1096,354,354
196,257,354,354
259,331,354,354
280,1462,354,354
365,363,354,354
733,673,354,354
554,692,354,354
766,233,354,354
807,434,354,354
1598,1796,354,354
257,856,353,353
308,868,353,353
529,673,353,353
673,1303,353,353
758,432,353,353
1734,1756,353,353
1752,1816,353,353
1666,1727,352,352
1733,1096,352,352
292,905,352,352
199,806,352,352
199,1429,352,352
554,597,352,352
1092,1518,352,352
683,618,352,352
739,582,352,352
591,730,351,351
893,341,351,351
682,703,351,351
506,985,351,351
1254,1222,351,351
1095,1573,351,351
431,428,351,351
1798,1788,351,351
193,341,350,350
204,776,350,350
574,674,350,350
806,206,350,350
132,145,350,350
648,726,350,350
700,630,350,350
858,1435,350,350
1752,1808,350,350
847,744,350,350
1227,1268,350,350
1321,1335,350,350
1303,2468,350,350
1788,1777,350,350
1809,1816,350,350
1793,1845,350,350
25,893,349,349
199,882,349,349
257,280,349,349
700,527,349,349
461,1053,349,349
1518,1559,349,349
1227,1269,349,349
193,1094,348,348
203,752,348,348
209,202,348,348
691,2184,348,348
554,985,348,348
858,1094,348,348
736,2190,348,348
286,774,348,348
865,1573,348,348
884,771,348,348
986,1392,348,348
468,1548,348,348
1321,1307,348,348
372,412,348,348
204,280,347,347
257,878,347,347
591,1002,347,347
645,510,347,347
981,673,347,347
579,539,347,347
1264,847,347,347
1808,1788,347,347
769,197,347,347
847,445,347,347
1806,1740,347,347
1778,1753,347,347
1790,1762,347,347
1656,1631,346,346
157,1005,345,345
193,431,345,345
259,451,345,345
259,851,345,345
627,516,345,345
981,1392,345,345
554,720,345,345
856,1202,345,345
851,890,345,345
1844,1834,345,345
280,1798,344,344
150,134,344,344
691,643,344,344
702,2190,344,344
1201,1764,344,344
864,1437,344,344
1653,1563,344,344
193,905,343,343
199,246,343,343
246,758,343,343
128,800,343,343
575,618,343,343
575,739,343,343
700,673,343,343
965,982,343,343
1254,1272,343,343
741,510,343,343
1508,1573,343,343
1806,1790,343,343
1659,1516,342,342
1659,1655,342,342
893,875,342,342
691,514,342,342
800,233,342,342
858,1121,342,342
1264,1609,342,342
1734,1806,342,342
1197,1199,342,342
199,1462,341,341
150,109,341,341
733,1264,341,341
807,865,341,341
965,977,341,341
697,736,341,341
1353,1354,341,341
1806,1833,341,341
1788,1753,341,341
645,184,340,340
554,555,340,340
766,852,340,340
807,884,340,340
856,841,340,340
1734,1760,340,340
1508,833,340,340
878,233,340,340
1666,1716,339,339
645,618,339,339
575,502,339,339
885,771,339,339
1092,1548,339,339
1096,1507,339,339
301,326,338,338
575,697,338,338
627,966,338,338
554,673,338,338
1752,1764,338,338
1227,1219,338,338
1659,1579,337,337
1733,1542,337,337
157,110,337,337
193,343,337,337
204,1101,337,337
574,737,337,337
806,445,337,337
691,688,337,337
1121,1734,337,337
1808,1532,337,337
286,258,337,337
1205,1180,337,337
1825,1745,337,337
157,151,336,336
204,445,336,336
810,884,336,336
132,691,336,336
758,807,336,336
800,809,336,336
2060,1798,336,336
851,837,336,336
1653,1647,336,336
1798,1851,336,336
1807,1845,336,336
1666,1676,335,335
199,1227,335,335
365,905,335,335
645,858,335,335
806,1353,335,335
155,663,335,335
128,2032,335,335
813,809,335,335
885,882,335,335
1264,1598,335,335
1542,1745,335,335
884,878,335,335
1825,1762,335,335
157,985,334,334
259,506,334,334
625,729,334,334
648,985,334,334
682,554,334,334
733,1201,334,334
858,1530,334,334
1264,1288,334,334
539,718,334,334
986,930,334,334
769,847,334,334
1068,1108,334,334
1625,1618,334,334
1753,1770,334,334
204,754,333,333
259,272,333,333
280,286,333,333
201,769,333,333
201,1082,333,333
575,2184,333,333
1202,1272,333,333
1353,1294,333,333
1366,1365,333,333
1790,1788,333,333
1617,2597,333,333
1630,1647,333,333
529,537,332,332
209,834,332,332
891,445,332,332
891,813,332,332
663,714,332,332
506,612,332,332
506,622,332,332
1202,1219,332,332
1254,1205,332,332
1734,1808,332,332
1808,1227,332,332
280,885,331,331
625,536,331,331
754,757,331,331
806,765,331,331
733,538,331,331
700,1412,331,331
506,709,331,331
506,927,331,331
461,1642,331,331
1093,1516,331,331
1573,1609,331,331
1456,1428,331,331
1653,1579,331,331
1790,1764,331,331
1706,1677,331,331
292,225,330,330
193,770,330,330
280,1059,330,330
280,1441,330,330
645,1370,330,330
208,858,330,330
554,683,330,330
1567,1536,330,330
1306,1316,330,330
292,280,329,329
529,625,329,329
574,53,329,329
806,771,329,329
575,975,329,329
571,527,329,329
1264,1272,329,329
1353,1392,329,329
157,645,328,328
199,280,328,328
259,443,328,328
273,365,328,328
893,468,328,328
758,294,328,328
766,205,328,328
1202,1806,328,328
286,776,328,328
1294,1320,328,328
193,849,327,327
691,2194,327,327
758,284,327,327
2060,1806,327,327
1093,1053,327,327
259,575,326,326
579,665,326,326
1187,1161,326,326
1272,1284,326,326
833,202,326,326
1321,1316,326,326
1560,2361,326,326
1567,1566,326,326
1666,1033,325,325
199,752,325,325
259,203,325,325
529,128,325,325
691,1412,325,325
868,236,325,325
257,754,324,324
291,766,324,324
150,139,324,324
691,628,324,324
738,687,324,324
1752,1815,324,324
984,1321,324,324
868,295,324,324
1706,1676,324,324
365,1121,323,323
591,2195,323,323
1201,1609,323,323
1734,1787,323,323
1323,1320,323,323
1059,1109,323,323
1227,1809,323,323
1762,1757,323,323
157,1353,322,322
204,769,322,322
365,838,322,322
754,209,322,322
904,766,322,322
856,781,322,322
965,1366,322,322
1734,461,322,322
1417,2532,322,322
196,286,321,321
893,200,321,321
904,1082,321,321
571,514,321,321
554,547,321,321
506,983,321,321
758,445,321,321
1096,1068,321,321
851,836,321,321
1778,1825,321,321
257,800,320,320
574,703,320,320
1264,1518,320,320
1542,1727,320,320
2060,1793,320,320
1353,1366,320,320
769,756,320,320
1548,1540,320,320
1573,1653,320,320
1456,1469,320,320
1798,1575,320,320
1035,1667,320,320
292,921,319,319
529,720,319,319
645,286,319,319
893,443,319,319
648,981,319,319
766,202,319,319
813,747,319,319
1254,1244,319,319
1542,1196,319,319
932,936,319,319
259,813,318,318
625,1508,318,318
806,816,318,318
627,987,318,318
1096,1456,318,318
1778,1754,318,318
1571,1576,318,318
700,708,317,317
554,613,317,317
554,685,317,317
1033,1040,317,317
765,930,317,317
1668,1706,316,316
193,765,316,316
196,765,316,316
280,929,316,316
365,747,316,316
645,1358,316,316
893,1092,316,316
575,2197,316,316
1508,1480,316,316
1065,1054,316,316
1798,1809,316,316
1716,2620,316,316
1773,1845,316,316
204,882,315,315
237,860,315,315
259,1435,315,315
571,650,315,315
663,514,315,315
506,1366,315,315
1752,1219,315,315
1462,1494,315,315
1035,1049,315,315
246,800,314,314
257,1734,314,314
259,184,314,314
208,869,314,314
891,1064,314,314
691,664,314,314
691,2248,314,314
663,665,314,314
506,650,314,314
1121,1101,314,314
1745,1753,314,314
1241,1246,314,314
1651,1631,314,314
204,284,313,313
237,332,313,313
574,516,313,313
904,443,313,313
579,995,313,313
965,947,313,313
1752,1787,313,313
2060,1809,313,313
286,332,313,313
451,1518,313,313
539,714,313,313
1507,1452,313,313
1653,1288,313,313
237,132,312,312
730,1096,312,312
691,1202,312,312
702,663,312,312
797,774,312,312
807,765,312,312
1121,1565,312,312
1808,1095,312,312
1065,1108,312,312
259,627,311,311
280,920,311,311
128,700,311,311
554,612,311,311
1121,1205,311,311
1752,1801,311,311
461,1068,311,311
864,1435,311,311
372,377,311,311
1809,2421,311,311
292,431,310,310
25,193,310,310
193,885,310,310
259,860,310,310
308,924,310,310
645,847,310,310
645,987,310,310
150,981,310,310
575,661,310,310
627,1121,310,310
506,987,310,310
965,765,310,310
1064,1093,310,310
1059,1569,310,310
1653,1651,310,310
1194,1197,310,310
1659,1274,309,309
157,50,309,309
193,758,309,309
259,1109,309,309
806,847,309,309
209,851,309,309
682,739,309,309
506,541,309,309
506,653,309,309
758,760,309,309
800,202,309,309
813,278,309,309
856,258,309,309
286,884,309,309
765,428,309,309
1778,1827,309,309
1161,1137,309,309
2257,978,309,309
280,1121,308,308
591,985,308,308
806,1121,308,308
647,700,308,308
691,2191,308,308
506,1361,308,308
673,932,308,308
766,797,308,308
858,1092,308,308
1734,1758,308,308
753,202,308,308
1790,1742,308,308
978,977,308,308
1753,1812,308,308
199,922,307,307
237,445,307,307
806,1053,307,307
904,1068,307,307
506,2069,307,307
597,685,307,307
673,1294,307,307
1306,1345,307,307
1764,1809,307,307
1759,1793,307,307
806,1494,306,306
203,809,306,306
891,443,306,306
648,1201,306,306
691,556,306,306
691,726,306,306
1033,1041,306,306
685,600,306,306
1180,1208,306,306
1745,1812,306,306
259,1548,305,305
308,326,305,305
203,878,305,305
981,972,305,305
663,526,305,305
554,520,305,305
506,496,305,305
697,737,305,305
1323,1294,305,305
257,769,304,304
132,2060,304,304
554,595,304,304
514,539,304,304
697,521,304,304
1303,1342,304,304
1320,1330,304,304
1659,1264,303,303
199,754,303,303
280,893,303,303
591,565,303,303
730,594,303,303
810,833,303,303
691,593,303,303
702,665,303,303
554,496,303,303
1187,1272,303,303
1201,1558,303,303
1734,1530,303,303
1752,1590,303,303
884,1323,303,303
832,1456,303,303
1456,2320,303,303
372,376,303,303
510,667,303,303
157,992,302,302
237,280,302,302
645,934,302,302
554,514,302,302
766,333,302,302
813,1094,302,302
1187,1182,302,302
1254,1240,302,302
1064,1060,302,302
199,742,301,301
806,855,301,301
201,846,301,301
53,89,301,301
648,1542,301,301
700,632,301,301
965,2257,301,301
1526,1567,301,301
687,688,301,301
199,1806,300,300
259,1518,300,300
301,758,300,300
529,702,300,300
810,905,300,300
506,688,300,300
1808,1754,300,300
884,769,300,300
1227,1261,300,300
1759,1801,300,300
1733,1187,299,299
157,107,299,299
810,896,299,299
891,816,299,299
575,642,299,299
1392,1378,299,299
1417,1413,299,299
1508,868,299,299
1382,1386,299,299
248,859,298,298
308,333,298,298
591,1412,298,298
875,868,298,298
981,966,298,298
451,461,298,298
555,722,298,298
1548,1543,298,298
1745,1851,298,298
1801,1754,298,298
237,259,297,297
259,758,297,297
208,878,297,297
554,1002,297,297
506,1096,297,297
965,953,297,297
1264,1734,297,297
236,332,297,297
1573,1082,297,297
1653,1631,297,297
1571,2575,297,297
273,868,296,296
132,697,296,296
691,1877,296,296
736,714,296,296
1202,1609,296,296
1254,1212,296,296
1542,1798,296,296
1734,1793,296,296
451,1548,296,296
1065,1068,296,296
368,864,296,296
1798,1770,296,296
1798,1784,296,296
1733,1699,295,295
204,443,295,295
259,77,295,295
280,757,295,295
645,930,295,295
201,431,295,295
627,736,295,295
665,642,295,295
506,995,295,295
885,1306,295,295
1798,1748,295,295
1733,575,294,294
246,333,294,294
257,286,294,294
272,591,294,294
280,806,294,294
280,858,294,294
730,1184,294,294
806,691,294,294
691,286,294,294
286,341,294,294
286,834,294,294
984,1294,294,294
838,850,294,294
1790,1753,294,294
193,236,293,293
257,767,293,293
280,271,293,293
280,733,293,293
574,741,293,293
904,1205,293,293
682,663,293,293
691,676,293,293
443,847,293,293
